Geneset.Type	Geneset.ID	N.Geneset.Genes
Gene Ontology Cellular Component	GO:0022624	25
Gene Ontology Cellular Component	GO:0022625	61
Gene Ontology Cellular Component	GO:0022626	114
Gene Ontology Cellular Component	GO:0022627	45
Gene Ontology Cellular Component	GO:0030014	16
Gene Ontology Cellular Component	GO:0030016	209
Gene Ontology Cellular Component	GO:0030017	187
Gene Ontology Cellular Component	GO:0030018	118
Gene Ontology Cellular Component	GO:0030027	177
Gene Ontology Cellular Component	GO:0030054	1192
Gene Ontology Cellular Component	GO:0030055	398
Gene Ontology Cellular Component	GO:0030057	25
Gene Ontology Cellular Component	GO:0030117	91
Gene Ontology Cellular Component	GO:0030118	48
Gene Ontology Cellular Component	GO:0030119	43
Gene Ontology Cellular Component	GO:0030120	49
Gene Ontology Cellular Component	GO:0030122	13
Gene Ontology Cellular Component	GO:0030123	10
Gene Ontology Cellular Component	GO:0030125	24
Gene Ontology Cellular Component	GO:0030126	13
Gene Ontology Cellular Component	GO:0030127	12
Gene Ontology Cellular Component	GO:0030128	14
Gene Ontology Cellular Component	GO:0030130	12
Gene Ontology Cellular Component	GO:0030131	30
Gene Ontology Cellular Component	GO:0030132	18
Gene Ontology Cellular Component	GO:0030133	367
Gene Ontology Cellular Component	GO:0030134	77
Gene Ontology Cellular Component	GO:0030135	260
Gene Ontology Cellular Component	GO:0030136	177
Gene Ontology Cellular Component	GO:0030137	23
Gene Ontology Cellular Component	GO:0030139	273
Gene Ontology Cellular Component	GO:0030140	29
Gene Ontology Cellular Component	GO:0030141	806
Gene Ontology Cellular Component	GO:0030173	56
Gene Ontology Cellular Component	GO:0030175	96
Gene Ontology Cellular Component	GO:0030176	141
Gene Ontology Cellular Component	GO:0030285	15
Gene Ontology Cellular Component	GO:0030286	47
Gene Ontology Cellular Component	GO:0030315	44
Gene Ontology Cellular Component	GO:0030424	385
Gene Ontology Cellular Component	GO:0030425	462
Gene Ontology Cellular Component	GO:0030426	148
Gene Ontology Cellular Component	GO:0030427	153
Gene Ontology Cellular Component	GO:0030496	145
Gene Ontology Cellular Component	GO:0030529	787
Gene Ontology Cellular Component	GO:0030532	69
Gene Ontology Cellular Component	GO:0030658	176
Gene Ontology Cellular Component	GO:0030659	726
Gene Ontology Cellular Component	GO:0030660	50
Gene Ontology Cellular Component	GO:0030662	166
Gene Ontology Cellular Component	GO:0030663	16
Gene Ontology Cellular Component	GO:0030665	106
Gene Ontology Cellular Component	GO:0030666	167
Gene Ontology Cellular Component	GO:0030667	295
Gene Ontology Cellular Component	GO:0030669	50
Gene Ontology Cellular Component	GO:0030670	71
Gene Ontology Cellular Component	GO:0030672	75
Gene Ontology Cellular Component	GO:0030673	16
Gene Ontology Cellular Component	GO:0030677	10
Gene Ontology Cellular Component	GO:0030684	71
Gene Ontology Cellular Component	GO:0030686	30
Gene Ontology Cellular Component	GO:0030687	22
Gene Ontology Cellular Component	GO:0030688	11
Gene Ontology Cellular Component	GO:0030863	80
Gene Ontology Cellular Component	GO:0030864	55
Gene Ontology Cellular Component	GO:0030867	22
Gene Ontology Cellular Component	GO:0030877	11
Gene Ontology Cellular Component	GO:0030880	131
Gene Ontology Cellular Component	GO:0030894	30
Gene Ontology Cellular Component	GO:0030897	14
Gene Ontology Cellular Component	GO:0030904	21
Gene Ontology Cellular Component	GO:0030914	13
Gene Ontology Cellular Component	GO:0030964	42
Gene Ontology Cellular Component	GO:0030990	29
Gene Ontology Cellular Component	GO:0030992	19
Gene Ontology Cellular Component	GO:0031010	11
Gene Ontology Cellular Component	GO:0031011	14
Gene Ontology Cellular Component	GO:0031012	525
Gene Ontology Cellular Component	GO:0031045	12
Gene Ontology Cellular Component	GO:0031080	10
Gene Ontology Cellular Component	GO:0031082	21
Gene Ontology Cellular Component	GO:0031083	16
Gene Ontology Cellular Component	GO:0031089	14
Gene Ontology Cellular Component	GO:0031090	2808
Gene Ontology Cellular Component	GO:0031091	91
Gene Ontology Cellular Component	GO:0031092	17
Gene Ontology Cellular Component	GO:0031093	67
Gene Ontology Cellular Component	GO:0031094	11
Gene Ontology Cellular Component	GO:0031143	17
Gene Ontology Cellular Component	GO:0031201	51
Gene Ontology Cellular Component	GO:0031224	5464
Gene Ontology Cellular Component	GO:0031225	161
Gene Ontology Cellular Component	GO:0031226	1620
Gene Ontology Cellular Component	GO:0031227	146
Gene Ontology Cellular Component	GO:0031228	61
Gene Ontology Cellular Component	GO:0031229	15
Gene Ontology Cellular Component	GO:0031231	14
Gene Ontology Cellular Component	GO:0031233	29
Gene Ontology Cellular Component	GO:0031234	106
Gene Ontology Cellular Component	GO:0031235	15
Gene Ontology Cellular Component	GO:0031248	94
Gene Ontology Cellular Component	GO:0031252	355
Gene Ontology Cellular Component	GO:0031253	299
Gene Ontology Cellular Component	GO:0031254	13
Gene Ontology Cellular Component	GO:0031256	136
Gene Ontology Cellular Component	GO:0031258	19
Gene Ontology Cellular Component	GO:0031300	180
Gene Ontology Cellular Component	GO:0031301	170
Gene Ontology Cellular Component	GO:0031304	30
Gene Ontology Cellular Component	GO:0031305	30
Gene Ontology Cellular Component	GO:0031306	24
Gene Ontology Cellular Component	GO:0031307	23
Gene Ontology Cellular Component	GO:0031312	28
Gene Ontology Cellular Component	GO:0031332	11
Gene Ontology Cellular Component	GO:0031362	24
Gene Ontology Cellular Component	GO:0031410	2156
Gene Ontology Cellular Component	GO:0031414	10
Gene Ontology Cellular Component	GO:0031430	29
Gene Ontology Cellular Component	GO:0031461	172
Gene Ontology Cellular Component	GO:0031462	10
Gene Ontology Cellular Component	GO:0031463	70
Gene Ontology Cellular Component	GO:0031464	10
Gene Ontology Cellular Component	GO:0031514	137
Gene Ontology Cellular Component	GO:0031519	45
Gene Ontology Cellular Component	GO:0031526	52
Gene Ontology Cellular Component	GO:0031527	17
Gene Ontology Cellular Component	GO:0031528	22
Gene Ontology Cellular Component	GO:0031588	10
Gene Ontology Cellular Component	GO:0031594	55
Gene Ontology Cellular Component	GO:0031597	10
Gene Ontology Cellular Component	GO:0031616	10
Gene Ontology Cellular Component	GO:0031672	41
Gene Ontology Cellular Component	GO:0031674	132
Gene Ontology Cellular Component	GO:0031901	122
Gene Ontology Cellular Component	GO:0031902	111
Gene Ontology Cellular Component	GO:0031903	58
Gene Ontology Cellular Component	GO:0031904	30
Gene Ontology Cellular Component	GO:0031907	43
Gene Ontology Cellular Component	GO:0031932	12
Gene Ontology Cellular Component	GO:0031941	28
Gene Ontology Cellular Component	GO:0031965	300
Gene Ontology Cellular Component	GO:0031966	669
Gene Ontology Cellular Component	GO:0031967	1124
Gene Ontology Cellular Component	GO:0031968	183
Gene Ontology Cellular Component	GO:0031970	82
Gene Ontology Cellular Component	GO:0031974	4897
Gene Ontology Cellular Component	GO:0031975	1125
Gene Ontology Cellular Component	GO:0031981	3873
Gene Ontology Cellular Component	GO:0031982	4239
Gene Ontology Cellular Component	GO:0031983	337
Gene Ontology Cellular Component	GO:0031984	309
Gene Ontology Cellular Component	GO:0031985	93
Gene Ontology Cellular Component	GO:0032039	13
Gene Ontology Cellular Component	GO:0032040	33
Gene Ontology Cellular Component	GO:0032045	13
Gene Ontology Cellular Component	GO:0032153	58
Gene Ontology Cellular Component	GO:0032154	49
Gene Ontology Cellular Component	GO:0032155	58
Gene Ontology Cellular Component	GO:0032279	199
Gene Ontology Cellular Component	GO:0032281	27
Gene Ontology Cellular Component	GO:0032300	13
Gene Ontology Cellular Component	GO:0032391	34
Gene Ontology Cellular Component	GO:0032420	40
Gene Ontology Cellular Component	GO:0032421	48
Gene Ontology Cellular Component	GO:0032432	58
Gene Ontology Cellular Component	GO:0032433	13
Gene Ontology Cellular Component	GO:0032580	76
Gene Ontology Cellular Component	GO:0032587	81
Gene Ontology Cellular Component	GO:0032588	81
Gene Ontology Cellular Component	GO:0032589	37
Gene Ontology Cellular Component	GO:0032590	22
Gene Ontology Cellular Component	GO:0032591	10
Gene Ontology Cellular Component	GO:0032592	60
Gene Ontology Cellular Component	GO:0032797	12
Gene Ontology Cellular Component	GO:0032806	25
Gene Ontology Cellular Component	GO:0032809	19
Gene Ontology Cellular Component	GO:0032838	62
Gene Ontology Cellular Component	GO:0032839	22
Gene Ontology Cellular Component	GO:0032982	22
Gene Ontology Cellular Component	GO:0032991	4773
Gene Ontology Cellular Component	GO:0032993	194
Gene Ontology Cellular Component	GO:0032994	40
Gene Ontology Cellular Component	GO:0033017	38
Gene Ontology Cellular Component	GO:0033116	69
Gene Ontology Cellular Component	GO:0033162	12
Gene Ontology Cellular Component	GO:0033176	23
Gene Ontology Cellular Component	GO:0033177	21
Gene Ontology Cellular Component	GO:0033178	17
Gene Ontology Cellular Component	GO:0033179	10
Gene Ontology Cellular Component	GO:0033202	14
Gene Ontology Cellular Component	GO:0033267	175
Gene Ontology Cellular Component	GO:0033268	15
Gene Ontology Cellular Component	GO:0033270	11
Gene Ontology Cellular Component	GO:0033276	14
Gene Ontology Cellular Component	GO:0033391	12
Gene Ontology Cellular Component	GO:0033643	10
Gene Ontology Cellular Component	GO:0034045	14
Gene Ontology Cellular Component	GO:0034098	10
Gene Ontology Cellular Component	GO:0034358	38
Gene Ontology Cellular Component	GO:0034361	20
Gene Ontology Cellular Component	GO:0034362	13
Gene Ontology Cellular Component	GO:0034364	26
Gene Ontology Cellular Component	GO:0034385	20
Gene Ontology Cellular Component	GO:0034399	122
Gene Ontology Cellular Component	GO:0034451	26
Gene Ontology Cellular Component	GO:0034518	15
Gene Ontology Cellular Component	GO:0034663	10
Gene Ontology Cellular Component	GO:0034702	282
Gene Ontology Cellular Component	GO:0034703	203
Gene Ontology Cellular Component	GO:0034704	60
Gene Ontology Cellular Component	GO:0034705	91
